"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 14 11:03:23 EDT 2021","Thu Oct 14 11:03:53 EDT 2021","30374","","com.geekbrains.lesson6.PageObjectTest","","com.geekbrains.lesson6.PageObjectTest","loginTest","loginTest()",""
